Content,Emotion_predicted
RT DI Council grants waiver to allow additional eligibility for spring sport athletes whose seasons were impacted by COVID 19 https,happiness
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Helping India in Stopping Outspread of COVID 19 FeverDetectionCamera COVID2019 HelpUsToHelpYou cctv https,neutral
Hagen Bacon Your preferences are at odds with reality Australia s econom,fun
RT Andrew Cuomo looked disgusting nipples protruding in his white golf polo at his COVID 19 address Very disrespectful h,neutral
RT Kenneth Copeland COVID 19 is done And the United States is healed and well again Jesus Christ Beware of fals,sadness
RT brian It is interesting that in a month or two hospital ships will take in patients who don t have COVID 19 Yet I am readin,worry
RT We heard that he was having meetings preparing to try to go in again that he was buying supplies As COVID 19 rages e,worry
RT Why do some people believe the response to the coronavirus is an overreaction while others think it doesn t go far enough http,worry
FreeThemAll4PublicHealth NoWaytoTreataChild Israeli authorities must release all Palestinian child detainees ami,neutral
RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,fun
Coronavirus Update Live 784 006 Cases and 37 778 Deaths from COVID 19 Virus Outbreak Worldometer,worry
RT hon A Rodgers pertinent updates Announced new COVID 19 test that will deliver results in 5,neutral
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,fun
RT FDA is working 24 7 to respond to the COVID19 pandemic Here are latest actions we ve taken https,neutral
RT Patrick Jones 49 was serving a 27 year sentence for a nonviolent drug crime If the injustices in US prisons weren t ob,neutral
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT Yes it s almost as if covid 19 is a highly contagious disease which requires doctors and nurses to use a lot of PPE to,neutral
Mark Cuban says President Donald Trump should get all the credit in the world for handling COVID 19 pandemic Th,fun
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT Here is scamvangelist Kenneth Copeland DESTROYING the virus through what I can only describe as a Christian magic spell,neutral
RT If the Coronavirus itself wasn t enough to worry about there s now a new strain of COVID 19 Ransomware doing the rounds l,worry
RT If the Coronavirus itself wasn t enough to worry about there s now a new strain of COVID 19 Ransomware doing the rounds l,worry
RT COVID 19 can make us feel anxious and afraid You re not alone While so much of our daily lives is are affected a few t,worry
RT We will start to see the effects of the recent steps we ve taken in the coming days amp weeks In the near term it is crucial t,fun
RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,fun
RT Calling governments all over the world Study this public health playbook from S Korea and use it to design your own ba,fun
Northen region we have no covid 19 testing centre and how can identify infection person at once president endorse,worry
reports that County Commissioners voted unanimously to echo the strong suggestion from the State,neutral
RT We are thrilled amp honored to receive a 25 000 donation from Hampton native LA Chargers Quarterback and the T,fun
RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,fun
RT If your job is Shut Down due to COVID 19 and you need assistance with groceries please comment below and a Team Member m,worry
RT I was in the Navy with Thomas Fields We served on the USS John Paul Jones together He was working as a chef in Detroit a,relief
RT Holy cow Well there goes memorial weekend This seems like a little overreaction but what do I know,worry
Support Kari by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,fun
RT CNN Dr James T Goodrich the neurosurgeon who allowed CNN inside a remarkable operation to separate twins Jadon and Ania,neutral
RT desanctis The next time someone tries to tell you that Planned Parenthood is an essential health care organization remember that,neutral
Don t get too excited about flattening COVID 19 curve experts warn,neutral
RT Tomorrow night I ll be speaking directly to British Columbians in a province wide TV address to update you on BC s response,fun
RT BREAKING Air Canada to lay off 15 000 workers memo,neutral
McMahon16 Hi Damo Thanks for reaching out we re sorry for the wait in getting through to us We re current,relief
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT the existing schedule for lbc2 will start at May worship workshop and filming he just hope covid,worry
RT BREAKING Proof that fear triggers a positive Covid 19 test This thing is a scarlet letter The quarantine is permanent unti,happiness
RT PELOSI SAYS INVESTIGATE TRUMP S COVID 19 RESPONSE TRUMP Donated Salary to COVID 19 Research PELOSI Gives herself a,neutral
10M THANK YOU Thanks for funding extra support for Ontario s Seniors from communi,relief
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Railways to supplement the efforts of Government in tackling COVID 19 in a big way Coaches being modified as Isolation c,fun
Support Lauren by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT Whidbey island eh,neutral
Chris Covid 19,happiness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
This MentionMonday I d like to acknowledge all those who are working to keep things going during this difficult ti,worry
It s tough to get rid of cigarette smells but an ozone treatment can do it It s also used to kill germs and bac,worry
RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,fun
RT I know these are confusing and scary times so for the first episode of our new podcast I sat down with Ron Klain former Whi,worry
COVID 19 Vaccine has been under our kitchen sinks and noses all along Members of the WHO Townsend and Daltrey con,neutral
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT 362 samples have been tested for Covid 19 to date Of that number 36 tested positive 9 results are pending and the re,happiness
RT We are asking how COVID 19 is impacting rural communities in the face of nationwide school closures You can share yours,fun
RT Around the world COVID 19 outbreak s are being traced to church services Here in the US some churches are refusing to stop,neutral
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
Support Travis by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
